Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"15 Dekalb Sq, Newark, DE",https://www.zillow.com/homedetails/15-Dekalb-Sq-Newark-DE-19713/72934684_zpid/,06/13/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.657054,-75.749361&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=XJNjURBpDu6nmM1QcNxdaq2ift8=","$137,000","1,500",15 Dekalb Sq,"Newark, DE 19713",19713,1.5,3,"1,500",,"6/13/2019Sold$137,000--Andrea Harrington5/3/2019Listing removed$137,000--5/3/2019Pending sale$137,000--5/2/2019Listed for sale$137,000-8.7%2/27/2009Sold$150,000-3.2%11/20/2008Price change$155,000-6.1%10/23/2008Price change$165,000-5.7%10/1/2008Listed for sale$175,000+65.1%5/15/2003Sold$106,000--Report issue with price history"
"844 Hasting Ct, Newark, DE",https://www.zillow.com/homedetails/844-Hasting-Ct-Newark-DE-19702/72883543_zpid/,video iconVideo Walkthrough,https://photos.zillowstatic.com/p_e/ISugc53vvo4wo50000000000.jpg,"$135,000","1,075",844 Hasting Ct,"Newark, DE 19702",19702,2,3,"1,075","2,178","6/4/2019Sold$135,000-0.4%Ken Van Every5/3/2019Pending sale$135,500--4/26/2019Price change$135,500+1.1%4/22/2019Pending sale$134,000--4/11/2019Listed for sale$134,000-3.6%4/21/2008Sold$139,000--Report issue with price history"
"1401 Chelmsford Cir, Newark, DE",https://www.zillow.com/homedetails/1401-Chelmsford-Cir-Newark-DE-19713/73039166_zpid/,hours ago,"https://maps.googleapis.com/maps/api/staticmap?center=39.665215,-75.701129&zoom=17&size=600x328&maptype=satellite&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=Iel_T8Su075Qjx1DvX8CkKRFgww=","$130,000","1,525",,,,,,,,
"20 Dawes Dr, Newark, DE",https://www.zillow.com/homedetails/20-Dawes-Dr-Newark-DE-19702/73040999_zpid/,05/31/2019,https://photos.zillowstatic.com/p_e/ISinthxr4emxgx1000000000.jpg,"$235,000","1,833",20 Dawes Dr,"Newark, DE 19702",19702,2,3,"1,833","10,018","5/31/2019Sold$235,000+2.6%John and Mary Luca3/16/2019Pending sale$229,000--3/13/2019Listed for sale$229,000+1.8%3/24/2006Sold$224,900--Report issue with price history"
"32 Tysons Ford Rd, Newark, DE",https://www.zillow.com/homedetails/32-Tysons-Ford-Rd-Newark-DE-19711/73023752_zpid/,05/30/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.722152,-75.709722&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=1DsDODbCA6xqwBtkiNEOibGFHtY=","$238,000","1,775",32 Tysons Ford Rd,"Newark, DE 19711",19711,1.5,3,"1,775","6,969","5/30/2019Sold$238,000+16.1%Maria Olivera4/24/2012Sold$205,000-6.8%3/3/2012Listing removed$219,900--1/24/2012Price change$219,900-2.2%11/16/2011Price change$224,900-2.2%10/14/2011Listed for sale$229,900--Report issue with price history"
"5 Swallow Cir, Newark, DE",https://www.zillow.com/homedetails/5-Swallow-Cir-Newark-DE-19711/72929983_zpid/,05/30/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.685471,-75.781339&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=l10qHO1-bsIEL_SVhY6LMG3Kf6M=","$230,000","1,822",5 Swallow Cir,"Newark, DE 19711",19711,2,3,"1,822",,"5/30/2019Sold$230,000-6.1%Joyce Chambers4/23/2019Pending sale$245,000--4/11/2019Price change$245,000-3.9%3/22/2019Price change$255,000-3.7%3/7/2019Listed for sale$264,900--Report issue with price history"
"72 Ethan Allen Ct, Newark, DE",https://www.zillow.com/homedetails/72-Ethan-Allen-Ct-Newark-DE-19711/72932512_zpid/,05/30/2019,https://photos.zillowstatic.com/p_e/IS6ixrf73sluqj0000000000.jpg,"$161,000","1,225",72 Ethan Allen Ct,"Newark, DE 19711",19711,1.5,3,"1,225","1,742","6/12/2019Listing removed$1,600--5/30/2019Sold$161,000-2.4%Michael Wilson4/6/2019Pending sale$164,900--4/1/2019Listed for sale$164,900--Report issue with price history"
"1009 Richfield Rd, Newark, DE",https://www.zillow.com/homedetails/1009-Richfield-Rd-Newark-DE-19713/72898732_zpid/,video iconVideo Walkthrough,"https://maps.googleapis.com/maps/api/streetview?location=39.656797,-75.731193&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=V4s3KGVFxY4x98tQ2YedsejgjVk=","$220,000","1,858",1009 Richfield Rd,"Newark, DE 19713",19713,1,3,"1,858","7,840","5/28/2019Sold$220,000-2.2%Team Endrich4/5/2019Price change$225,000+4.7%3/27/2019Pending sale$214,900--3/21/2019Listed for sale$214,900+26.4%6/21/2013Sold$170,000-2.2%Team Endrich, Margaret Vavala5/21/2013Listing removed$173,900--4/26/2013Listed for sale$173,900+19.9%2/24/2011Sold$145,000-6.4%2/19/2011Listing removed$154,900--10/29/2010Price change$154,900-6.1%10/13/2010Price change$164,900-29.8%9/28/2010Sold$234,912+3.5%10/14/2008Listing removed$226,900--6/20/2008Price change$226,900-1.3%5/29/2008Listed for sale$229,900+2.4%5/1/2006Sold$224,600+76.9%4/3/2002Sold$127,000--Report issue with price history"
"3801 Golf View Dr, Newark, DE",https://www.zillow.com/homedetails/3801-Golf-View-Dr-Newark-DE-19702/73038157_zpid/,05/28/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$114,960",948,3801 Golf View Dr,"Newark, DE 19702",19702,2,2,948,"3,484","5/20/2019Sold$143,700+94.2%Liam O'Neill1/16/2019Sold$74,000-48.9%1/7/2019Listed for sale$144,900+90.7%9/13/2018Listing removed$75,973+3.4%8/28/2018Listed for sale----10/23/2006Sold$73,450-27.9%2/18/2004Sold$101,900--Report issue with price history"
"39 Aronimink Dr, Newark, DE",https://www.zillow.com/homedetails/39-Aronimink-Dr-Newark-DE-19711/73030447_zpid/,05/24/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$262,900","1,700",39 Aronimink Dr,"Newark, DE 19711",19711,1.5,4,"1,700",,"5/24/2019Sold$262,900+1.2%David Landon, Delcollo Salvatore3/25/2019Listing removed$259,900--3/18/2019Price change$259,900-1.9%3/12/2019Listed for sale$264,900+23.2%2/25/2014Sold$215,000--Report issue with price history"
