Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"18 Keller Rd, Newark, DE",https://www.zillow.com/homedetails/18-Keller-Rd-Newark-DE-19713/72897831_zpid/,06/10/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.659477,-75.734532&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=XaHCJHcTwY1rUsaA8VyeJt9Ejqk=","$180,000","1,150",18 Keller Rd,"Newark, DE 19713",19713,1,3,"1,150","8,276","6/10/2019Sold$180,000--Eddie BarksdaleReport issue with price history"
"72 Martindale Dr, Newark, DE",https://www.zillow.com/homedetails/72-Martindale-Dr-Newark-DE-19713/72882710_zpid/,06/04/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.670381,-75.724605&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=4nQwMKvsPMaYSpb71P5E5pepjLw=","$176,900","1,125",72 Martindale Dr,"Newark, DE 19713",19713,1,3,"1,125","6,969","6/4/2019Sold$176,900-1.7%Pamela Cox5/25/2019Listing removed$179,900--4/23/2019Pending sale$179,900--3/5/2019Listed for sale$179,900--Report issue with price history"
"139 Salem Church Rd, Newark, DE",https://www.zillow.com/homedetails/139-Salem-Church-Rd-Newark-DE-19713/73038969_zpid/,05/31/2019,"https://maps.googleapis.com/maps/api/staticmap?center=39.668292,-75.696825&zoom=17&size=600x328&maptype=satellite&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=uv4YWv9JWNwcyehLEJxeTMKveGs=","$250,000","1,550",139 Salem Church Rd,"Newark, DE 19713",19713,1,3,"1,550",,"5/31/2019Sold$250,000+0.8%Alan Mazzetti4/25/2019Listing removed$247,900--4/23/2019Price change$247,900-0.8%4/10/2019Listed for sale$249,900--Report issue with price history"
"48 Matthews Rd, Newark, DE",https://www.zillow.com/homedetails/48-Matthews-Rd-Newark-DE-19713/73038365_zpid/,05/31/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.673391,-75.718651&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=OQ7zXlVaBdgd646J4ed6QGl-3gE=","$245,000","1,434",48 Matthews Rd,"Newark, DE 19713",19713,1.5,3,"1,434","8,276","5/31/2019Sold$245,000+0%Andrea Harrington4/30/2019Listing removed$244,900--4/29/2019Listed for sale$244,900+84.1%6/5/2018Sold$133,000+0.2%4/11/2018Listing removed$132,697-46.1%3/27/2018Listed for sale----1/10/2007Sold$246,000--Report issue with price history"
"16 S Kingston Rd, Newark, DE",https://www.zillow.com/homedetails/16-S-Kingston-Rd-Newark-DE-19713/72898432_zpid/,05/29/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.660353,-75.730026&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=yMz6mxP8kBBHj9dI9ABgNpcjciI=","$151,500","1,425",16 S Kingston Rd,"Newark, DE 19713",19713,1,3,"1,425","7,405","5/24/2019Sold$151,500+12.2%Paul Pantano5/6/2019Listing removed$135,000--4/29/2019Listed for sale$135,000--Report issue with price history"
"63 Kollman Dr, Newark, DE",https://www.zillow.com/homedetails/63-Kollman-Dr-Newark-DE-19713/72897869_zpid/,05/24/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.661009,-75.734015&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=1mE6h3kcym_acsZFmRZ9t2DIqdI=","$199,900","1,100",63 Kollman Dr,"Newark, DE 19713",19713,1,3,"1,100","7,840","5/24/2019Sold$199,900--Delcollo Salvatore, Eddie Barksdale4/18/2019Listing removed$199,900--4/10/2019Listed for sale$199,900+0.5%4/28/2010Price change$199,000-0.3%9/26/2007Sold$199,500--10/31/2006Sold$199,500+52.3%4/6/2006Sold$131,000--Report issue with price history"
"75 Mercer Dr, Newark, DE",https://www.zillow.com/homedetails/75-Mercer-Dr-Newark-DE-19713/72883525_zpid/,05/24/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.666577,-75.730628&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=0qo9bZ1uyWyXIgUfstIfJDPWEFI=","$170,000","1,675",75 Mercer Dr,"Newark, DE 19713",19713,1,3,"1,675","6,969","4/30/2019Sold$170,000--Laura Diaz Desi Rivera, Laura Walker3/25/2019Listing removed$170,000--3/8/2019Listed for sale$170,000--12/3/2018Listing removed$170,000--7/2/2018Listed for sale$170,000+227.2%3/12/2002Sold$51,950--Report issue with price history"
"14 Malvina Ln, Newark, DE",https://www.zillow.com/homedetails/14-Malvina-Ln-Newark-DE-19713/73036775_zpid/,05/23/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.679547,-75.706579&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=SvtcNsVNWQXIQI16QgWmRaLRkcI=","$125,000","1,500",14 Malvina Ln,"Newark, DE 19713",19713,1.5,3,"1,500","10,454","DateEventPrice$/sqftSource5/23/2019Sold$125,000-13.7%$83Public Record8/16/2004Sold$144,900--$97Public RecordReport issue with price history"
"9 Meadow Ln, Newark, DE",https://www.zillow.com/homedetails/9-Meadow-Ln-Newark-DE-19713/72884941_zpid/,05/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$160,000","1,300",9 Meadow Ln,"Newark, DE 19713",19713,1,3,"1,300","6,969","5/15/2019Sold$160,000+68.6%12/28/2011Sold$94,900-30.2%Bob Comegys11/15/2011Sold$136,026+43.3%10/8/2011Listed for sale$94,900-17.5%8/19/2011Listing removed$115,000--8/15/2011Price change$115,000+36.9%7/26/2011Price change$84,000-4.5%6/3/2011Price change$88,000-19.6%6/1/2011Listed for sale$109,500--4/28/2011Listing removed$109,500--2/24/2011Price change$109,500-21.7%12/24/2010Price change$139,900+27.8%12/22/2010Price change$109,500-21.7%11/24/2010Price change$139,900+21.7%11/18/2010Price change$115,000-17.8%9/15/2010Price change$139,900-6.7%9/14/2010Price change$150,000+7.2%6/1/2010Price change$139,900-6.7%5/29/2010Price change$150,000+7.2%3/20/2010Price change$139,900+15.6%11/26/2002Sold$121,000--Report issue with price history"
"31 Mallboro Dr, Newark, DE",https://www.zillow.com/homedetails/31-Mallboro-Dr-Newark-DE-19713/72883072_zpid/,05/14/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$144,000","1,325",31 Mallboro Dr,"Newark, DE 19713",19713,2,3,"1,325","10,019","5/3/2019Sold$180,000-5.2%Donna Weed4/8/2019Pending sale$189,900--4/3/2019Price change$189,900-4.6%3/11/2019Price change$199,000-5.2%9/9/2018Listed for sale$210,000--Report issue with price history"
"86 Kells Ave, Newark, DE",https://www.zillow.com/homedetails/86-Kells-Ave-Newark-DE-19711/72933842_zpid/,05/01/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$310,500","1,675",86 Kells Ave,"Newark, DE 19711",19711,2,3,"1,675","7,840","5/1/2019Sold$310,500-2.9%The Mottola Group - Stephen Mottola4/30/2019Listing removed$319,900--4/2/2019Pending sale$319,900--3/26/2019Listed for sale$319,900--Report issue with price history"
"30 Malvina Ln, Newark, DE",https://www.zillow.com/homedetails/30-Malvina-Ln-Newark-DE-19713/73037127_zpid/,04/30/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$234,900","1,475",30 Malvina Ln,"Newark, DE 19713",19713,1.5,4,"1,475","8,712","4/30/2019Sold$234,900--Laura Diaz Desi Rivera, Kathy Melcher3/20/2019Listed for sale$234,900+23489900%11/30/2018Sold$1--Kathy MelcherReport issue with price history"
"81 E Park Pl, Newark, DE",https://www.zillow.com/homedetails/81-E-Park-Pl-Newark-DE-19711/72933839_zpid/,04/29/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$200,000","1,275",81 E Park Pl,"Newark, DE 19711",19711,1,3,"1,275","7,405","DateEventPrice$/sqftSource4/29/2019Sold$200,000--$157Public RecordReport issue with price history"
"47 Madison Dr, Newark, DE",https://www.zillow.com/homedetails/47-Madison-Dr-Newark-DE-19711/72932781_zpid/,04/25/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$130,000","1,150",47 Madison Dr,"Newark, DE 19711",19711,2,4,"1,150","1,742","DateEventPrice$/sqftSource4/25/2019Sold$130,000--$113Public Record3/22/2019Listing removed$1,250/mo--$1Zillow Rental Manager3/21/2019Listing removed$133,600--$116Home Finders Real Estate Co3/18/2019Price change$133,600--$116Home Finders Real Estate Co3/17/2019Listed for rent$1,250/mo--$1Zillow Rental Manager1/24/2019Listed for sale$135,000+3.8%$117Home Finders Real Estate Co11/18/2017Listing removed$129,999--$113Home Finders Real Estate Co10/13/2017Listing removed$1,250/mo--$1Zillow Rental Manager10/9/2017Listed for rent$1,250/mo--$1Zillow Rental Manager9/27/2017Price change$129,999-3.7%$113Home Finders Real Estate Company8/18/2017Listed for sale$135,000--$117Home Finders Real Estate Company11/17/2016Listing removed$1,200/mo--$1Zillow Rental Manager4/2/2002Sold$83,000--$72Public RecordReport issue with price history"
"103 Mercer Dr, Newark, DE",https://www.zillow.com/homedetails/103-Mercer-Dr-Newark-DE-19713/72885291_zpid/,04/22/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$144,000","1,125",103 Mercer Dr,"Newark, DE 19713",19713,1,3,"1,125","8,712","4/17/2019Sold$180,000-10%Jeffrey Custis3/15/2019Pending sale$199,900--10/31/2018Price change$199,900-4.8%10/19/2018Listed for sale$209,900+98%10/1/2018Sold$106,000-26.9%8/21/2018Sold$144,936+45.7%7/13/2018Listing removed$99,500--7/12/2018Pending sale$99,500--7/3/2018Listed for sale$99,500-32.8%1/30/2018Sold$148,000-14.6%4/4/2008Sold$173,300--8/1/2007Sold$173,300--Report issue with price history"
"3 Carlin Ln, Newark, DE",https://www.zillow.com/homedetails/3-Carlin-Ln-Newark-DE-19713/72883233_zpid/,04/22/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$120,000","1,075",3 Carlin Ln,"Newark, DE 19713",19713,1,3,"1,075","7,405","DateEventPrice$/sqftSource4/22/2019Sold$120,000+9.2%$112Public Record3/20/2019Listing removed$109,900--$102Patterson-Schwartz Real Estate3/15/2019Listed for sale$109,900-5.2%$102Patterson-Schwartz Real Estate1/29/2019Sold$115,874-11.3%$108Public Record10/10/2018Listing removed$130,676--$122Auction.com9/22/2018Listed for sale------Auction.comReport issue with price history"
"42 Matthews Rd, Newark, DE",https://www.zillow.com/homedetails/42-Matthews-Rd-Newark-DE-19713/73038367_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$230,000","1,459",42 Matthews Rd,"Newark, DE 19713",19713,2,3,"1,459","7,840","4/12/2019Sold$230,000+2.3%Donna Weed, Matt Fetick Team3/28/2019Listing removed$224,900--3/7/2019Listed for sale$224,900+60.6%11/1/2018Sold$140,000--Report issue with price history"
"71 W Stephen Dr, Newark, DE",https://www.zillow.com/homedetails/71-W-Stephen-Dr-Newark-DE-19713/73036659_zpid/,04/18/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$130,000","1,625",71 W Stephen Dr,"Newark, DE 19713",19713,1.5,4,"1,625","10,018","DateEventPrice$/sqftSource4/18/2019Sold$130,000--$80Public RecordReport issue with price history"
"129 Madison Dr, Newark, DE",https://www.zillow.com/homedetails/129-Madison-Dr-Newark-DE-19711/72932943_zpid/,04/16/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$112,000","1,125",129 Madison Dr,"Newark, DE 19711",19711,1,3,"1,125","1,742","4/16/2019Sold$112,000+27.3%12/18/2013Sold$88,000-2.2%Katina Geralis10/31/2013Listing removed$90,000--10/9/2013Price change$90,000-10%9/15/2013Price change$100,000-9%8/17/2013Price change$109,900-8.3%8/10/2013Listed for sale$119,900+106.7%5/14/2013Sold$58,000--Report issue with price history"
"25 Martindale Dr, Newark, DE",https://www.zillow.com/homedetails/25-Martindale-Dr-Newark-DE-19713/72884929_zpid/,04/16/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$107,000","1,300",25 Martindale Dr,"Newark, DE 19713",19713,1,3,"1,300","6,969","DateEventPrice$/sqftSource4/16/2019Sold$107,000--$82Public RecordReport issue with price history"
"10 Matthews Rd, Newark, DE",https://www.zillow.com/homedetails/10-Matthews-Rd-Newark-DE-19713/72882937_zpid/,04/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$210,000","1,250",10 Matthews Rd,"Newark, DE 19713",19713,1,3,"1,250","9,147","4/12/2019Sold$210,000-4.5%Team Freebery, Peggy Sheehan3/28/2019Listing removed$219,900--1/22/2019Price change$219,900-2.3%10/15/2018Listed for sale$225,000--Report issue with price history"
