Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"323 Ware Rd, Newark, DE",https://www.zillow.com/homedetails/323-Ware-Rd-Newark-DE-19711/73023100_zpid/,06/03/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.729402,-75.708152&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=eu5N4XTwM7AmPVaJdtRs50h0ymg=","$302,000","2,075",323 Ware Rd,"Newark, DE 19711",19711,3,4,"2,075","8,712","DateEventPrice$/sqftSource6/3/2019Listing removed$310,000+2.6%$149BHHS Fox & Roach Hockessin-Pike Creek Home Marketing6/3/2019Sold$302,000-2.6%$146--2/22/2019Pending sale$310,000--$149BHHS Fox & Roach Hockessin-Pike Creek Home Marketing2/22/2019Listed for sale$310,000+108.1%$149BHHS Fox & Roach Hockessin-Pike Creek Home Marketing10/29/1993Sold$149,000--$72Public RecordReport issue with price history"
"947 Rahway Dr, Newark, DE",https://www.zillow.com/homedetails/947-Rahway-Dr-Newark-DE-19711/72931354_zpid/,05/31/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.679910,-75.779685&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=sNWHPIDsdCTMjZ0_SKJCY1f916I=","$308,897","3,000",947 Rahway Dr,"Newark, DE 19711",19711,2.5,4,"3,000","9,147","5/31/2019Sold$308,897+3%Laura Diaz Desi Rivera4/29/2019Listing removed$299,900--4/4/2019Price change$299,900-4.8%3/15/2019Listed for sale$314,900--Report issue with price history"
"5 W Rutherford Dr, Newark, DE",https://www.zillow.com/homedetails/5-W-Rutherford-Dr-Newark-DE-19713/73035776_zpid/,05/31/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.688118,-75.679478&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=hrYFnpmuvDwRZvQTr4JT48mDjW0=","$238,000","2,600",5 W Rutherford Dr,"Newark, DE 19713",19713,2,3,"2,600","9,147","5/31/2019Sold$238,000-2%Andrea Harrington, Laura Walker4/28/2019Listing removed$242,900--4/24/2019Listed for sale$242,900--Report issue with price history"
"130 Salem Church Rd, Newark, DE",https://www.zillow.com/homedetails/130-Salem-Church-Rd-Newark-DE-19713/73039255_zpid/,05/30/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.669335,-75.695602&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=SlcI6QlITGcOpm3dZE7iQd7k-oE=","$142,000","2,125",130 Salem Church Rd,"Newark, DE 19713",19713,2,3,"2,125",,"5/30/2019Sold$142,000-18.9%Chris Black4/1/2019Pending sale$175,000--3/20/2019Price change$175,000-2.8%2/4/2019Price change$180,000-7.5%1/28/2019Pending sale$194,500--10/24/2018Listed for sale$194,500-7.4%8/8/2018Listing removed$210,000--6/4/2018Price change$210,000-6.7%5/16/2018Listed for sale$225,000+73.1%4/25/1995Sold$130,000--Report issue with price history"
"1627 Old Baltimore Pike, Newark, DE",https://www.zillow.com/homedetails/1627-Old-Baltimore-Pike-Newark-DE-19702/72880140_zpid/,05/30/2019,https://photos.zillowstatic.com/p_e/ISahv4prk3ohzx1000000000.jpg,"$500,000","4,850",1627 Old Baltimore Pike,"Newark, DE 19702",19702,5,5,"4,850",,"5/30/2019Sold$500,000-16.6%Michael Kelczewski10/16/2018Price change$599,500-4.1%9/25/2018Price change$625,000-3.5%6/15/2018Listed for sale$647,500+7.9%10/5/2017Listing removed$600,000--8/9/2017Price change$600,000-13%7/3/2017Price change$690,000-9.8%5/30/2017Price change$765,000-1.8%5/9/2017Listed for sale$779,000+2496.7%11/1/1973Sold$30,000--Report issue with price history"
"122 Brookside Blvd, Newark, DE",https://www.zillow.com/homedetails/122-Brookside-Blvd-Newark-DE-19713/72885099_zpid/,05/30/2019,https://photos.zillowstatic.com/p_e/ISahnqk8xxsv6d0000000000.jpg,"$238,000","2,360",122 Brookside Blvd,"Newark, DE 19713",19713,2,4,"2,360","9,147","5/30/2019Sold$238,000--Craig Blango, Chad Mitchell5/2/2019Pending sale$238,000+1.3%4/24/2019Price change$234,900-2.1%4/4/2019Pending sale$240,000+2.2%4/3/2019Listed for sale$234,900+109.7%4/13/2018Sold$112,000+12%2/15/2018Pending sale$100,000--12/16/2017Pending sale$100,000--12/16/2017Back on market$100,000--12/9/2017Pending sale$100,000--12/2/2017Listed for sale$100,000--Report issue with price history"
"2 Panorama Dr, Newark, DE",https://www.zillow.com/homedetails/2-Panorama-Dr-Newark-DE-19711/72936075_zpid/,05/29/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.691878,-75.780519&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=sWQIDLSeoGpi9U9w15lcoeKY4H0=","$290,000","2,150",2 Panorama Dr,"Newark, DE 19711",19711,3,4,"2,150","10,454","DateEventPrice$/sqftSource5/29/2019Sold$290,000--$135Public Record5/15/2019Listing removed$290,000--$135Coldwell Banker Preferred - Delaware Office4/5/2019Pending sale$290,000--$135Coldwell Banker Preferred - Delaware Office3/31/2019Listed for sale$290,000--$135Coldwell Banker Preferred - Delaware OfficeReport issue with price history"
"503 Rosewood Dr, Newark, DE",https://www.zillow.com/homedetails/503-Rosewood-Dr-Newark-DE-19713/73037270_zpid/,05/24/2019,https://photos.zillowstatic.com/p_e/IS2j3uoapkv3zp0000000000.jpg,"$220,000","2,165",503 Rosewood Dr,"Newark, DE 19713",19713,1.5,4,"2,165","9,147","5/10/2019Sold$220,000-3.5%Sam Keeper, Susie Hall Mathews3/28/2019Pending sale$228,000+3.7%3/26/2019Listed for sale$219,900+8.9%10/6/2016Sold$202,000-6%9/20/2016Listing removed$215,000--8/29/2016Listed for sale$215,000+126.3%6/10/2016Sold$95,000--Report issue with price history"
"1105 Old Coochs Bridge Rd, Newark, DE",https://www.zillow.com/homedetails/1105-Old-Coochs-Bridge-Rd-Newark-DE-19713/72934652_zpid/,05/23/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$222,400","2,542",1105 Old Coochs Bridge Rd,"Newark, DE 19713",19713,2,4,"2,542","8,712","5/22/2019Sold$278,000-4.1%Clarissa Howard4/18/2019Pending sale$289,900--3/26/2019Price change$289,900-1.7%3/15/2019Price change$294,900-1.7%1/8/2019Listed for sale$299,900-1.7%4/30/2018Sold$305,035+33.8%12/3/2008Sold$228,000-0.8%5/12/2008Listing removed$229,900--4/23/2008Listed for sale$229,900--Report issue with price history"
"222 Dallam Rd, Newark, DE",https://www.zillow.com/homedetails/222-Dallam-Rd-Newark-DE-19711/72931529_zpid/,05/21/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$340,000","2,625",222 Dallam Rd,"Newark, DE 19711",19711,3.5,3,"2,625",,"5/21/2019Sold$340,000+3.3%Kim West4/21/2019Listing removed$329,000--4/4/2019Listed for sale$329,000+1096.4%10/27/2003Sold$27,500--Report issue with price history"
