Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"7 Withams Rd, Newark, DE",https://www.zillow.com/homedetails/7-Withams-Rd-Newark-DE-19711/73034531_zpid/,06/07/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.688610,-75.721391&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=8liq8kvXAJNDveM8Su0FAH4h3ts=","$274,900","1,550",7 Withams Rd,"Newark, DE 19711",19711,2.5,3,"1,550","7,840","6/7/2019Sold$274,900--Angela Allen3/22/2019Listing removed$274,900--3/14/2019Listed for sale$274,900+5.4%10/25/2005Sold$260,900--Report issue with price history"
"18 Donaldson Dr, Newark, DE",https://www.zillow.com/homedetails/18-Donaldson-Dr-Newark-DE-19713/73036319_zpid/,05/31/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.680724,-75.713031&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=DzSDXy23-Y3LCRoNLLnHrFHyhuE=","$225,000","1,920",18 Donaldson Dr,"Newark, DE 19713",19713,3,3,"1,920","7,840","5/31/2019Sold$225,000-2.1%Pamela Cox4/29/2019Pending sale$229,900--4/8/2019Listed for sale$229,900+109.2%3/29/1996Sold$109,900--Report issue with price history"
"1 Lute Ct, Newark, DE",https://www.zillow.com/homedetails/1-Lute-Ct-Newark-DE-19713/73035667_zpid/,05/29/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.686421,-75.687905&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=x82PVsonFOKfmoFWR1q0Jj_So1A=","$175,700",925,1 Lute Ct,"Newark, DE 19713",19713,1,2,925,"7,840","5/29/2019Sold$175,700+92%Andrea Harrington5/2/2006Sold$91,500--Report issue with price history"
"6 Country Ln, Newark, DE",https://www.zillow.com/homedetails/6-Country-Ln-Newark-DE-19702/73043243_zpid/,05/29/2019,https://photos.zillowstatic.com/p_e/ISi3u8vxhg09yp1000000000.jpg,"$205,000","1,225",6 Country Ln,"Newark, DE 19702",19702,2.5,3,"1,225",,"5/23/2019Sold$205,500+23.5%Michael Aldridge3/29/2019Listing removed$166,400--3/29/2019Back on market$166,400--3/27/2019Pending sale$166,400--3/14/2019Listed for sale$166,400-23%7/30/2018Sold$216,000--Report issue with price history"
"36 Scotch Pine Rd, Newark, DE",https://www.zillow.com/homedetails/36-Scotch-Pine-Rd-Newark-DE-19711/72935508_zpid/,05/29/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.702685,-75.766949&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=QPBsLMXA6cCGndIoFatQUdbzqpY=","$315,000","1,900",36 Scotch Pine Rd,"Newark, DE 19711",19711,2.5,3,"1,900","10,018","DateEventPrice$/sqftSource5/29/2019Sold$315,000--$166Public RecordReport issue with price history"
"217 Britain Ct, Newark, DE",https://www.zillow.com/homedetails/217-Britain-Ct-Newark-DE-19702/72880781_zpid/,days ago,https://photos.zillowstatic.com/p_e/ISmicg6xjbw6080000000000.jpg,"$165,000","1,600",,,,,,,,
"112 Harmony Crest Dr, Newark, DE",https://www.zillow.com/homedetails/112-Harmony-Crest-Dr-Newark-DE-19713/73035608_zpid/,05/28/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.687752,-75.690294&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=Oi9OvpAaqMy3G77_NTne80nEous=","$179,900",925,112 Harmony Crest Dr,"Newark, DE 19713",19713,1,2,925,"6,534","5/28/2019Sold$179,900--Florence Emerson5/8/2019Pending sale$179,900--5/2/2019Listed for sale$179,900--12/3/2017Listing removed$1,100--11/27/2017Listed for rent$1,100--10/28/2009Sold$130,000--Report issue with price history"
"12 Ross Ct, Newark, DE",https://www.zillow.com/homedetails/12-Ross-Ct-Newark-DE-19702/72914437_zpid/,05/24/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.644932,-75.659446&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=9IitkCmRDnyjN_N77zKmHnZCDAs=","$140,000","1,125",12 Ross Ct,"Newark, DE 19702",19702,2,2,"1,125","2,178","DateEventPrice$/sqftSource5/24/2019Sold$140,000-3.4%$124Public Record4/19/2019Pending sale$145,000--$129BHHS Fox & Roach Hockessin-Pike Creek Home Marketing4/10/2019Listed for sale$145,000--$129BHHS Fox & Roach-HockessinReport issue with price history"
"111 Red Pine Cir, Newark, DE",https://www.zillow.com/homedetails/111-Red-Pine-Cir-Newark-DE-19711/72933672_zpid/,05/21/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$300,000","1,900",,,,,,,,
"18 Stevenson Way, Newark, DE",https://www.zillow.com/homedetails/18-Stevenson-Way-Newark-DE-19702/72912529_zpid/,05/21/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$125,000",775,18 Stevenson Way,"Newark, DE 19702",19702,1,2,775,"7,840",
"34 Midland Dr, Newark, DE",https://www.zillow.com/homedetails/34-Midland-Dr-Newark-DE-19713/73036911_zpid/,05/20/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$251,000","1,600",34 Midland Dr,"Newark, DE 19713",19713,1.5,4,"1,600","9,583","DateEventPrice$/sqftSource5/20/2019Sold$251,000+0.4%$157Public Record4/2/2019Listing removed$249,995--$156Patterson-Schwartz Real Estate3/26/2019Listed for sale$249,995+4.2%$156Patterson-Schwartz Real Estate12/5/2008Listing removed$239,900--$150Keller Williams Realty6/20/2008Price change$239,900-1.1%$150Keller Williams Realty5/16/2008Listed for sale$242,500--$152Keller Williams RealtyReport issue with price history"
"702 6th St, Newark, DE",https://www.zillow.com/homedetails/702-6th-St-Newark-DE-19711/73031770_zpid/,05/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$180,800","1,625",702 6th St,"Newark, DE 19711",19711,3,3,"1,625","2,613","5/1/2019Sold$226,000+0.4%Travis Dorman, Delcollo Salvatore3/4/2019Listing removed$225,000--2/28/2019Listed for sale$225,000+15.4%4/12/2012Listing removed$194,900--2/9/2012Listed for sale$194,900-1.1%8/15/2008Sold$197,000--Report issue with price history"
"116 Navaho Ct, Newark, DE",https://www.zillow.com/homedetails/116-Navaho-Ct-Newark-DE-19702/73038306_zpid/,05/13/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$261,500","1,425",116 Navaho Ct,"Newark, DE 19702",19702,2,3,"1,425","8,276","5/13/2019Sold$261,500-1.3%Morehart  Wetherby Realty Group3/26/2019Pending sale$265,000--3/25/2019Price change$265,000+7.7%3/16/2019Listed for sale$246,000--Report issue with price history"
