Address,Title_link,SaleDate,Thumbnail,SalePrice,Sqft,Street,CityStateZip,Zip,Baths,Beds,Sqft2,LotSize,PriceHistory
"1509 Waters Edge Dr, Newark, DE",https://www.zillow.com/homedetails/1509-Waters-Edge-Dr-Newark-DE-19702/72881480_zpid/,video iconVideo Walkthrough,https://photos.zillowstatic.com/p_e/ISqld6nbn8c22r0000000000.jpg,"$120,000",--,1509 Waters Edge Dr,"Newark, DE 19702",19702,2,2,,,"6/7/2019Sold$120,000--Ken Van Every5/13/2019Pending sale$120,000--5/2/2019Listed for sale$120,000+8.2%9/24/2018Sold$110,900-3.5%Jill Sussman, Scott Deputy8/6/2018Listing removed$114,900--7/10/2018Price change$114,900-2.2%6/13/2018Listed for sale$117,500-28.7%5/24/2018Sold$164,851+17.8%3/24/2006Sold$140,000--Craig BlondinReport issue with price history"
"7 Withams Rd, Newark, DE",https://www.zillow.com/homedetails/7-Withams-Rd-Newark-DE-19711/73034531_zpid/,06/07/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.688610,-75.721391&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=8liq8kvXAJNDveM8Su0FAH4h3ts=","$274,900","1,550",7 Withams Rd,"Newark, DE 19711",19711,2.5,3,"1,550","7,840","6/7/2019Sold$274,900--Angela Allen3/22/2019Listing removed$274,900--3/14/2019Listed for sale$274,900+5.4%10/25/2005Sold$260,900--Report issue with price history"
"217 Britain Ct, Newark, DE",https://www.zillow.com/homedetails/217-Britain-Ct-Newark-DE-19702/72880781_zpid/,days ago,https://photos.zillowstatic.com/p_e/ISmicg6xjbw6080000000000.jpg,"$165,000","1,600",,,,,,,,
"201 Benham Ct, Newark, DE",https://www.zillow.com/homedetails/201-Benham-Ct-Newark-DE-19711/73024055_zpid/,05/24/2019,https://photos.zillowstatic.com/p_e/ISivz315luyfrw0000000000.jpg,"$242,000","1,750",201 Benham Ct,"Newark, DE 19711",19711,2.5,3,"1,750","5,227","5/17/2019Sold$242,000--The Lehane Team4/9/2019Listing removed$242,000--3/1/2019Listed for sale$242,000+3%3/13/2017Sold$234,900--Sarah Murray1/24/2017Listing removed$234,900--1/9/2017Price change$234,900-4.1%11/7/2016Listed for sale$244,900-5.8%3/27/2010Listing removed$259,900--2/13/2010Listed for sale$259,900+37.5%11/17/2003Sold$189,000--Report issue with price history"
"42 Photinia Dr, Newark, DE",https://www.zillow.com/homedetails/42-Photinia-Dr-Newark-DE-19702/72886165_zpid/,05/22/2019,https://photos.zillowstatic.com/p_e/IS2nqerhy2wai21000000000.jpg,"$218,000","1,200",42 Photinia Dr,"Newark, DE 19702",19702,2.75,3,"1,200","3,920","5/22/2019Sold$218,000--4/9/2019Sold$218,000--Pam Covey, Yadira Galindo3/6/2019Pending sale$218,000-0.9%3/6/2019Price change$220,000+0.9%2/19/2019Price change$218,000-0.9%2/6/2019Listed for sale$220,000--7/6/2018Listing removed$1,399--6/12/2018Listed for rent$1,399+3.6%5/13/2015Listing removed$1,350--4/25/2015Listed for rent$1,350+5.9%6/10/2014Listing removed$1,275--5/10/2014Listed for rent$1,275--8/1/2003Sold$81,150--Report issue with price history"
"124 Abelia Dr, Newark, DE",https://www.zillow.com/homedetails/124-Abelia-Dr-Newark-DE-19702/72886358_zpid/,05/22/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.599863,-75.765495&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=zMw39T_IhAoPhNgSUctgs12m674=","$224,900","1,850",124 Abelia Dr,"Newark, DE 19702",19702,3,2,"1,850","3,920","DateEventPrice$/sqftSource5/22/2019Sold$224,900--$122Public Record5/17/2019Listing removed$224,900--$122BHHS Fox & Roach Greenville Home Marketing Center4/25/2019Pending sale$224,900--$122BHHS Fox & Roach Greenville Home Marketing Center4/11/2019Listed for sale$224,900+5.6%$122BHHS Fox & Roach-Greenville7/6/2005Sold$213,000+52.1%$115Public Record9/20/2002Sold$140,000--$76Public RecordReport issue with price history"
"140 Coopers Dr, Newark, DE",https://www.zillow.com/homedetails/140-Coopers-Dr-Newark-DE-19702/72882366_zpid/,05/22/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.617053,-75.765287&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=dPUC1XlN3bG_dxhG0-k5ceCJLqk=","$265,000","1,250",140 Coopers Dr,"Newark, DE 19702",19702,2,3,"1,250",,"DateEventPrice$/sqftSource5/22/2019Sold$265,000-3.6%$212Public Record4/18/2019Listing removed$274,900--$220Patterson-Schwartz Real Estate3/15/2019Listed for sale$274,900--$220Patterson-Schwartz Real EstateReport issue with price history"
"175 Melodic Dr, Newark, DE",https://www.zillow.com/homedetails/175-Melodic-Dr-Newark-DE-19713/73036398_zpid/,05/21/2019,"https://maps.googleapis.com/maps/api/streetview?location=39.684739,-75.697218&size=600x328&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=UblseCC52qM_5I6Boqd0utK8BX0=","$215,000","1,275",175 Melodic Dr,"Newark, DE 19713",19713,2,3,"1,275","6,534","5/17/2019Sold$215,000--Lakeisha Cunningham, Jason Duncan4/3/2019Pending sale$215,000+2.4%3/24/2019Listed for sale$209,900+13.5%8/10/2016Sold$184,900--The Ruckle Team6/3/2016Listing removed$184,900--5/23/2016Listed for sale$184,900--Report issue with price history"
"35 Chambord Dr, Newark, DE",https://www.zillow.com/homedetails/35-Chambord-Dr-Newark-DE-19702/72885602_zpid/,05/17/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$152,800","1,325",35 Chambord Dr,"Newark, DE 19702",19702,2,3,"1,325","2,178","5/15/2019Sold$191,000+0.6%Maria Olivera, Elan Martin3/7/2019Pending sale$189,900--3/2/2019Listed for sale$189,900+24.1%12/15/2014Sold$153,000-4.4%Karen Burke11/3/2014Listing removed$160,000--9/23/2014Price change$160,000-2.4%8/16/2014Listed for sale$164,000+17.1%12/30/2003Sold$140,000--Report issue with price history"
"702 6th St, Newark, DE",https://www.zillow.com/homedetails/702-6th-St-Newark-DE-19711/73031770_zpid/,05/15/2019,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$180,800","1,625",702 6th St,"Newark, DE 19711",19711,3,3,"1,625","2,613","5/1/2019Sold$226,000+0.4%Travis Dorman, Delcollo Salvatore3/4/2019Listing removed$225,000--2/28/2019Listed for sale$225,000+15.4%4/12/2012Listing removed$194,900--2/9/2012Listed for sale$194,900-1.1%8/15/2008Sold$197,000--Report issue with price history"
